country,year,countryCode,continent,stunt_rural,stunt_urban,waste_rural,waste_urban,stunt_all,waste_all,electricity,agLand,agLabor,foodExport,foodImport,gdpPPP,gdpPPPpercap,giniIndex,urbanPop,urbanPopGrowth,clusterPrecipAnom,nationalTempAnom,nationalPrecipAnom
Nicaragua,2001,NIC,Americas,0.393190614,0.17145086,0.030653891,0.016914049,0.282033948,0.023766199,72.22158,43.00315772,32.46694,77.27142113,15.95949078,20715069650,3989.218391,52.9,55.335,1.619705813,NA,100.1215102,88.09681528
Niger,1992,NER,Africa,0.464342314,0.354002137,0.212361331,0.14469646,0.41959097,0.184918074,4.4,27.63085182,78.01292,NA,NA,9162547184,1028.616229,36.1,15.529,3.629235563,98.91919262,97.19817419,92.38485633
Niger,1998,NER,Africa,0.474884127,0.36266793,0.234052968,0.1726059,0.441373064,0.215703063,6.7,28.42030473,78.21832,30.35311393,38.61639189,10721104120,987.6723292,NA,16.02,3.898988891,124.9634478,100.3598531,113.3101358
Niger,2006,NER,Africa,0.612258345,0.38201445,0.147366115,0.103237038,0.5667518,0.138644226,9.3,33.93779111,78.18704,34.0008692,27.84874875,13866994232,965.3207141,NA,16.238,3.589795927,NA,101.0157267,100.7536933
Niger,2012,NER,Africa,0.452480023,0.314360203,0.198597938,0.156366686,0.434972096,0.193244748,14.4,35.35328018,74.54763,16.06216226,31.71717067,19302877914,1075.105288,NA,16.212,3.785905865,121.5382229,100.1914272,126.7440519
Nigeria,1990,NGA,Africa,0.534511432,0.423617823,0.119515154,0.087296761,0.508366745,0.111919226,27.3,64.46633069,NA,NA,NA,3.10E+11,3259.581175,NA,29.68,5.492673052,98.40214815,100.1730054,94.82487574
Nigeria,2003,NGA,Africa,0.493030842,0.351436494,0.137181798,0.104695,0.445927964,0.126374716,52.2,72.41894221,46.8777,0.023576845,15.49647911,4.77E+11,3585.994603,40.1,37.356,4.988981123,103.1064168,100.8208802,121.2087511
Nigeria,2008,NGA,Africa,0.448869369,0.310251967,0.154567515,0.107966935,0.404223076,0.139558266,50.3,73.23034356,42.85565,1.288146478,9.778790493,6.70E+11,4396.800555,NA,41.702,4.859830828,105.7961102,99.24407471,107.4541205
Nigeria,2013,NGA,Africa,0.438560876,0.2725554,0.216678161,0.202513215,0.37820898,0.211528443,55.6,74.0494307,38.27072,5.051333247,17.82938979,9.15E+11,5238.832672,NA,46.118,4.606379879,87.51265112,101.0022025,84.9493947
Nigeria,2018,NGA,Africa,0.444724684,0.262376438,0.085470393,0.055619744,0.364117983,0.072274969,56.5,74.87290974,35.91854,1.982736756,10.9317926,1.01E+12,5089.777634,35.1,50.344,4.148946368,108.5131656,100.2121046,106.5522982
Pakistan,1990,PAK,Asia,0.540707225,0.444979186,0.152849217,0.098773941,0.503789167,0.131994782,NA,45.66988377,NA,9.321604607,17.35378521,3.50E+11,3034.113268,33.2,30.576,4.115170064,NA,99.94774911,121.883923
Pakistan,1991,PAK,Asia,0.540707225,0.444979186,0.152849217,0.098773941,0.503789167,0.131994782,NA,45.75290577,45.74823,10.36961525,12.15745616,3.68E+11,3086.349903,NA,30.826,4.044952363,NA,97.50961392,86.02452062
Pakistan,2012,PAK,Asia,0.497538292,0.395874607,0.133492067,0.110907895,0.467014827,0.126711405,88.56819916,46.78160025,42.86045,17.10753397,11.05996232,8.40E+11,4153.10639,NA,35.408,2.381463234,NA,97.66275736,85.12902836
Pakistan,2013,PAK,Asia,0.497538292,0.395874607,0.133492067,0.110907895,0.467014827,0.126711405,89.33152008,47.06309672,42.23656,19.95987864,10.20374491,8.76E+11,4268.359921,29.5,35.613,2.114193721,NA,100.6791446,111.6312475
Pakistan,2017,PAK,Asia,0.415887883,0.317898173,0.077982486,0.07333057,0.384518723,0.076493282,92.661026,48.00098589,39.84668,18.65807131,11.80993043,1.06E+12,4891.719774,NA,36.442,1.900540086,133.1367949,102.4304297,90.18635658
Pakistan,2018,PAK,Asia,0.415887883,0.317898173,0.077982486,0.07333057,0.384518723,0.076493282,93.39749146,47.93612495,37.41642,20.83980642,10.03770896,1.12E+12,5113.434292,29.6,36.666,2.149966084,88.99653718,104.1615652,61.65642142
Papua New Guinea,2016,PNG,Oceania,0.462578875,0.324068289,0.105077,0.116728537,0.447539066,0.106342152,13.5,2.932473612,20.47484,NA,NA,34924111919,3924.423946,NA,13.05,2.760287788,NA,101.890889,113.6530045
Papua New Guinea,2017,PNG,Oceania,0.462578875,0.324068289,0.105077,0.116728537,0.447539066,0.106342152,19.23093987,3.102504085,20.03649,NA,NA,36158543357,3967.016196,NA,13.102,2.791785699,NA,101.1955963,117.3781691
Papua New Guinea,2018,PNG,Oceania,0.462578875,0.324068289,0.105077,0.116728537,0.447539066,0.106342152,16.6,3.102504085,19.74101,NA,NA,36057569799,3865.011517,NA,13.169,2.835354562,NA,100.7180667,105.0380471
Paraguay,1990,PRY,Americas,0.259182128,0.133462234,0.006572641,0.008255903,0.205304483,0.007294008,NA,35.58915177,NA,52.38306805,8.021575352,35796536248,8818.629371,40.8,48.694,4.236078431,NA,98.55620636,106.9105803
Peru,1991,PER,Americas,0.582575736,0.299316314,0.026705607,0.018373587,0.410823402,0.021653546,NA,17.57830609,39.97092,NA,NA,1.18E+11,5244.144642,NA,69.3,2.69826575,NA,100.132804,81.70175596
Peru,1992,PER,Americas,0.582575736,0.299316314,0.026705607,0.018373587,0.410823402,0.021653546,70.1,17.62769883,40.21165,23.23850558,21.86676017,1.18E+11,5110.73742,NA,69.697,2.6061045,NA,100.8914807,84.27981458
Peru,1996,PER,Americas,0.513682991,0.243234982,0.025872393,0.012344702,0.351847704,0.017777463,67,17.69039063,37.83364,28.39316995,16.6146609,1.54E+11,6171.955202,NA,71.377,2.455569918,NA,98.80567399,96.60898452
Peru,2000,PER,Americas,0.515415958,0.20862093,0.016619367,0.008260309,0.348710957,0.012077257,72.496495,18.14945313,37.3744,19.19464046,11.6506244,1.70E+11,6375.616316,49.1,73.042,2.084718045,91.10702516,99.2090209,106.0508094
Peru,2005,PER,Americas,0.454633886,0.156534289,0.009651858,0.010081365,0.28230154,0.009900158,77.173645,18.744375,33.84402,17.01111599,11.44797695,2.10E+11,7443.931118,50.5,75.034,1.425302133,73.12937068,98.71218615,94.97156822
Peru,2005,PER,Americas,0.454633886,0.156534289,0.009651858,0.010081365,0.28230154,0.009900158,77.173645,18.744375,33.84402,17.01111599,11.44797695,2.10E+11,7443.931118,50.5,75.034,1.425302133,73.12937068,98.71218615,94.97156822
Peru,2007,PER,Americas,0.454633886,0.156534289,0.009651858,0.010081365,0.28230154,0.009900158,81.988131,18.99421875,29.20555,13.69345057,10.43535792,2.44E+11,8548.604027,50,75.803,1.274968853,84.01873056,98.11753949,105.3474281
Peru,2007,PER,Americas,0.454633886,0.156534289,0.009651858,0.010081365,0.28230154,0.009900158,81.988131,18.99421875,29.20555,13.69345057,10.43535792,2.44E+11,8548.604027,50,75.803,1.274968853,84.01873056,98.11753949,105.3474281
Peru,2008,PER,Americas,0.454633886,0.156534289,0.009651858,0.010081365,0.28230154,0.009900158,84.678343,19.11992188,28.43563,15.68351755,9.984425179,2.67E+11,9262.151136,47.5,76.052,1.044934386,96.09081659,98.50694592,104.4891242
Peru,2008,PER,Americas,0.454633886,0.156534289,0.009651858,0.010081365,0.28230154,0.009900158,84.678343,19.11992188,28.43563,15.68351755,9.984425179,2.67E+11,9262.151136,47.5,76.052,1.044934386,96.09081659,98.50694592,104.4891242
Peru,2009,PER,Americas,0.361890459,0.151374305,0.015216214,0.012851824,0.230563305,0.013741227,86.42432,19.24484375,27.75239,17.06711381,10.99931996,2.70E+11,9298.078003,47,76.241,0.950928331,100.811006,99.98096287,105.213507
Peru,2010,PER,Americas,0.383811836,0.140108671,0.012734343,0.007252969,0.229861375,0.009271688,88.123061,19.37054688,26.80542,15.54590341,10.32375499,2.92E+11,9996.937323,45.5,76.43,1.003950159,NA,100.6192292,84.30635148
Peru,2011,PER,Americas,0.482669861,0.119912516,0.050669807,0,0.236662307,0.016307566,89.707491,19.50328125,27.05899,16.16537569,10.17600543,3.11E+11,10539.98196,44.7,76.617,1.089748868,NA,99.08389622,103.4405501
Peru,2012,PER,Americas,0,0.082998914,0,0,0.068476433,0,91.099508,19.60957813,26.14643,15.716071,10.00792311,3.30E+11,11084.87394,44.4,76.804,1.161830437,NA,99.46107952,88.76589632
Rwanda,1992,RWA,Africa,0.599147727,0.44,0.049431818,0.046956522,0.591481749,0.049312586,2.3,74.38184029,88.96507,NA,NA,7049425944,920.626153,NA,6.288,15.81869776,NA,98.00302736,93.60679473
Rwanda,2000,RWA,Africa,0.535824783,0.370668071,0.094767321,0.093786266,0.511382013,0.094622127,6.2,74.01702473,89.09539,NA,NA,6886525471,849.1411604,48.5,14.926,7.194394516,NA,100.9731237,90.97114988
Rwanda,2005,RWA,Africa,0.576796898,0.405080082,0.048460379,0.045471457,0.553342891,0.048052136,4.8,76.24645318,85.47916,56.60640834,13.97703258,10157147562,1125.283747,52,16.912,2.655334888,89.77722266,103.4385073,83.93198524
Rwanda,2010,RWA,Africa,0.462695016,0.279391614,0.031442926,0.037840341,0.44139916,0.032186166,9.7,77.90839076,79.30169,52.50740535,14.92488385,15137840896,1468.405798,47.2,16.934,2.630692113,108.8550688,102.961154,116.3562631
Rwanda,2011,RWA,Africa,0.462695016,0.279391614,0.031442926,0.037840341,0.44139916,0.032186166,10.8,78.75962708,78.06486,43.67611096,15.73869782,16342569936,1545.1144,NA,16.938,2.58916006,113.9232753,100.3275983,149.5689853
Rwanda,2014,RWA,Africa,0.407817679,0.238388458,0.026154021,0.021903048,0.380420558,0.025466628,19.8,81.31333604,68.45253,36.2404069,17.08531624,19739466064,1736.337348,NA,16.967,2.495463765,88.10850107,99.50111575,89.49376671
Rwanda,2015,RWA,Africa,0.407817679,0.238388458,0.026154021,0.021903048,0.380420558,0.025466628,22.8,81.3538711,65.61141,46.58382023,15.42305661,21487759384,1845.55828,NA,17.004,2.603805547,93.08126336,98.96762527,112.535449
Rwanda,2019,RWA,Africa,0,NA,0,NA,0,0,46.6,77.17875963,52.67843,34.79496895,16.93633203,28115923656,2190.561926,NA,17.313,2.9816935,98.84697984,103.1929375,65.60665674
Rwanda,2020,RWA,Africa,0,NA,0,NA,0,0,45.19010925,79.39197406,55.48949,24.69308068,16.65589756,27166584660,2066.471672,NA,17.432,3.081725956,130.1142305,104.0473761,114.2223556
Sao Tomeand Principe,2008,STP,Africa,0.308310373,0.321274149,0.151483175,0.120910808,0.315285805,0.135033071,59.12295151,35.41666667,24.3245,92.4897505,27.33859253,520106982.5,2989.051875,NA,62.68,4.287140087,NA,NA,NA
Sao Tomeand Principe,2009,STP,Africa,0.308310373,0.321274149,0.151483175,0.120910808,0.315285805,0.135033071,56.9,35.41666667,23.7515,92.45028352,35.9073588,537283069.1,3016.275201,NA,63.823,4.149585468,NA,NA,NA
Senegal,1992,SEN,Africa,0.375175316,0.221324717,0.107293128,0.06542811,0.303678679,0.087837838,NA,45.60328261,52.20106,NA,NA,19358219346,2427.510861,NA,39.18,3.163572355,77.04067845,98.91698891,86.18614748
Senegal,1993,SEN,Africa,0.375175316,0.221324717,0.107293128,0.06542811,0.303678679,0.087837838,26,45.80065444,52.17622,NA,NA,19621532363,2393.876688,NA,39.321,3.105498794,89.57376761,99.34891718,91.11347096
Senegal,2005,SEN,Africa,0.261727936,0.13271205,0.093712467,0.054209046,0.215922565,0.079687303,47.1,45.58250662,41.64574,28.82237566,28.13925298,30590478999,2787.526892,39.2,41.714,3.524171016,125.1955874,101.4391344,126.9359526
Senegal,2010,SEN,Africa,0.3248363,0.27410946,0.101248329,0.115012629,0.306919716,0.106109843,56.5,48.18989248,38.18845,26.75654669,22.40869292,35462162599,2830.153244,NA,43.773,3.660986428,145.6568175,102.09591,133.9838938
Senegal,2011,SEN,Africa,0.3248363,0.27410946,0.101248329,0.115012629,0.306919716,0.106109843,56.5,46.56417182,37.30752,30.54086608,22.94585228,35935260147,2790.89741,40.3,44.188,3.665643914,90.18477429,101.4402767,94.24543458
Senegal,2012,SEN,Africa,0.220836866,0.167895594,0.115063498,0.082925321,0.204458284,0.105120825,56.5,46.56417182,36.15148,26.84801449,24.14579369,37373747012,2824.532853,NA,44.603,3.661748015,131.1550505,99.90597757,120.9969722
Senegal,2013,SEN,Africa,0.220836866,0.167895594,0.115063498,0.082925321,0.204458284,0.105120825,57,46.5797538,34.86473,34.0313093,24.22837158,38275345782,2815.281525,NA,45.019,3.640179785,103.4928517,100.7151391,110.1257708
Senegal,2014,SEN,Africa,0.2381324,0.138905317,0.078680759,0.057028088,0.19612922,0.069515106,61,46.60052979,32.94773,34.77063221,22.78184927,40657631795,2910.288864,NA,45.436,3.64105838,80.86436394,100.7745771,92.08891262
Senegal,2015,SEN,Africa,0.248578604,0.149994921,0.099807334,0.079801349,0.212270523,0.092439188,60.5,48.44959227,31.26126,31.35999205,21.68893548,43246320959,3012.383374,NA,45.862,3.657856949,122.9976238,100.606463,103.1538268
Senegal,2016,SEN,Africa,0.204598092,0.117588853,0.09657315,0.065653124,0.172423136,0.085139301,64.5,48.24183244,34.31206,32.21956318,23.35121055,45995086774,3118.024321,NA,46.296,3.657309854,102.3353504,101.3273135,107.0573832
Senegal,2017,SEN,Africa,0.210724055,0.107988338,0.10729687,0.081294164,0.172994883,0.097747508,61.7,48.42362229,28.10363,34.23162449,23.98999431,49402166473,3259.19258,NA,46.74,3.672444683,98.50626547,101.2862833,105.4906208
Senegal,2018,SEN,Africa,0.230304349,0.12689886,0.094744597,0.07173421,0.191034937,0.086006141,66,48.60541214,22.24504,32.29266541,21.04371725,52469666065,3368.858596,38.3,47.192,3.677054615,90.00355138,100.2210005,99.76165128
Senegal,2019,SEN,Africa,0.216055246,0.118986147,0.096464919,0.070286355,0.180561257,0.086892546,70.4,48.79758999,22.98974,32.91885718,19.60916133,54890421321,3430.483882,NA,47.653,3.669749732,89.92980359,101.443553,80.23483494
Sierra Leone,2008,SLE,Africa,0.405883554,0.292205869,0.11897972,0.13310629,0.376192461,0.122669392,12.1,51.43017456,66.80607,NA,NA,8195393846,1345.523267,NA,38.077,3.546338957,NA,99.68937914,94.39109495
Sierra Leone,2013,SLE,Africa,0.412494298,0.311841934,0.110943316,0.127367291,0.38962258,0.114675414,13.5,54.70559712,59.15611,NA,NA,13337463016,1914.965259,NA,40.036,3.552432158,NA,100.6039999,100.9455851
Sierra Leone,2019,SLE,Africa,0.368308046,0.385100915,0.025705116,0.029771901,0.376104296,0.027593159,22.7,54.71044611,44.47901,NA,NA,13324285830,1655.84325,NA,42.484,3.347745277,NA,101.8369369,116.2552803
South Africa,2016,ZAF,Africa,0.289897491,0.24289055,0.034744455,0.024270053,0.264530916,0.029092105,83.9,79.41785028,16.05315,11.16212853,8.359258844,7.81E+11,13844.27596,NA,65.341,1.760214053,NA,104.6875544,94.21602825
Tajikistan,2012,TJK,Asia,0.291814504,0.240972573,0.112211679,0.109396876,0.280690474,0.111595811,99.1,33.93112318,50.62821,NA,NA,20767318240,2610.145948,NA,26.545,2.270346716,118.7006976,92.48690011,98.67022349
Tanzania,1991,TZA,Africa,0.542633981,0.488241846,0.081200853,0.072677809,0.531014507,0.079380125,NA,35.63105667,84.48772,NA,NA,34812489619,1331.588135,35.3,19.208,4.281118707,NA,99.88406083,105.9372755
Tanzania,1992,TZA,Africa,0.542633981,0.488241846,0.081200853,0.072677809,0.531014507,0.079380125,6.8,36.05101603,84.57672,NA,NA,35015906700,1305.956177,NA,19.536,4.226101764,NA,99.48280041,95.52336531
Tanzania,1996,TZA,Africa,0.546212769,0.41818096,0.095722995,0.083783827,0.523300729,0.093586411,9.4,37.73085347,84.46139,NA,15.57195943,38972698688,1287.702637,NA,20.888,3.547701238,NA,100.4709302,96.6935488
Tanzania,1999,TZA,Africa,0.568306114,0.304907289,0.060392812,0.067508022,0.521357871,0.061661028,8,38.27048995,83.59936,69.87742462,16.2380974,43878032234,1347.957764,NA,21.947,4.281405765,94.63551143,99.76352979,98.51758005
Tanzania,2004,TZA,Africa,0.505382833,0.371378988,0.037798673,0.033622638,0.479648255,0.036996692,11.4,39.23808986,76.8834,33.13403179,14.96623287,59742733030,1603.247314,NA,24.223,5.272588403,NA,100.0839254,105.3403847
Tanzania,2005,TZA,Africa,0.505382833,0.371378988,0.037798673,0.033622638,0.479648255,0.036996692,13.7959013,39.86701287,74.51484,37.08462429,9.592580469,64209290486,1676.07373,NA,24.845,5.308371285,NA,102.3135179,75.3881515
Tanzania,2009,TZA,Africa,0.444872358,0.313552829,0.055188718,0.054491459,0.419162391,0.055052207,11.2,41.9809212,70.72587,25.73218527,8.929132878,81253531199,1903.369385,NA,27.439,4.949957439,87.94575002,101.4150859,99.58090562
Tanzania,2010,TZA,Africa,0.444872358,0.313552829,0.055188718,0.054491459,0.419162391,0.055052207,14.8,42.22059156,70.25407,24.02376473,9.964801735,86402180238,1972.367432,NA,28.114,5.018489355,91.11396519,101.7930372,89.19418673
Tanzania,2015,TZA,Africa,0.37467948,0.252639293,0.055214586,0.045144331,0.343305759,0.052625755,26.22121811,43.41894333,67.5038,40.55632303,5.627208061,1.18E+11,2306.66748,NA,31.617,5.625505692,105.1521511,100.9727775,97.74321762
Tanzania,2016,TZA,Africa,0.37467948,0.252639293,0.055214586,0.045144331,0.343305759,0.052625755,32.8,43.65861368,66.88446,36.93547011,10.76075316,1.26E+11,2381.222412,NA,32.333,5.716223626,98.51874332,99.97717738,111.9456794
Timor-Leste,2009,TLS,Asia,0.604463456,0.49217397,0.214207066,0.1546788,0.580675289,0.201596194,46.26508331,22.75722932,49.58447,NA,NA,2901865454,2723.375429,NA,27.389,3.383763133,NA,NA,NA
Timor-Leste,2010,TLS,Asia,0.604463456,0.49217397,0.214207066,0.1546788,0.580675289,0.201596194,38,22.73032952,48.51842,NA,NA,3172653371,2914.739712,NA,27.732,3.375088752,NA,NA,NA
Timor-Leste,2016,TLS,Asia,0.48206994,0.427408449,0.287002926,0.223136015,0.467453433,0.269924885,76.5,22.93880296,45.18868,NA,NA,4034767113,3294.865522,NA,29.85,2.756419605,NA,NA,NA
Togo,1998,TGO,Africa,0.333987532,0.211742645,0.15898275,0.095289869,0.304102249,0.143411712,15.3,61.59220445,57.63551,15.40985491,12.81186358,8519381202,1801.786394,NA,32.016,4.296811109,91.97389719,100.4734368,99.21007284
Togo,2013,TGO,Africa,0.326328137,0.160892681,0.074487963,0.066572326,0.269279959,0.071758362,40.95233917,70.2334988,36.86628,20.07118033,12.38777852,12812097262,1802.93898,NA,39.061,3.886964983,78.888231,100.3947804,92.32620259
Togo,2014,TGO,Africa,0.326328137,0.160892681,0.074487963,0.066572326,0.269279959,0.071758362,45.7,70.2334988,36.69096,19.30723379,13.91212482,13533833477,1856.904814,NA,39.579,3.848413739,92.5355234,100.1238398,107.3869474
Turkey,1993,TUR,Asia,0.331865447,0.179647842,0.040513627,0.035987568,0.235901523,0.037660223,NA,51.85998467,42.49572,22.56374378,5.626028624,7.76E+11,13536.22095,NA,61.055,2.633449479,NA,93.24842783,88.00862436
Turkey,1998,TUR,Asia,0.250995254,0.142378801,0.039932409,0.031711614,0.178469653,0.034443203,NA,51.86778062,41.02421,17.36468612,5.034034875,9.44E+11,15158.99951,NA,63.703,2.388145359,NA,102.4852766,109.9008244
Turkey,2013,TUR,Asia,0.086185159,0.395276513,0.09481372,0,0.233098309,0.049748137,100,49.92398945,22.92381,11.17289335,4.900974571,1.83E+12,24047.29225,40.2,72.531,2.055325341,NA,103.1683624,86.69030407
Uganda,1995,UGA,Africa,0.492741293,0.303191011,0.071446394,0.070967527,0.471890286,0.071393717,6.8,60.66763425,71.41171,85.99606844,15.79455554,22251243312,1075.935648,NA,12.846,5.574803919,NA,100.3303631,99.62203565
Uganda,2000,UGA,Africa,0.488444163,0.353901649,0.056730854,0.032690275,0.475906523,0.05449058,7.398890495,62.61948851,69.4983,62.88678985,14.05805673,29822484786,1241.532866,NA,14.786,5.92654402,96.01316743,100.8648457,93.00283651
Uganda,2001,UGA,Africa,0.488444163,0.353901649,0.056730854,0.032690275,0.475906523,0.05449058,8.6,63.11996397,69.32254,62.80511652,12.22671923,31368381337,1266.727361,NA,15.201,5.812838621,109.6095543,101.389709,98.66251691
Uganda,2006,UGA,Africa,0.386084392,0.268216816,0.066752615,0.078025493,0.373575777,0.067948941,9,67.37775887,74.5702,54.37271972,13.6065147,45691949359,1588.002255,NA,17.425,5.619865346,105.6738505,101.3127137,111.6856312
Uganda,2011,UGA,Africa,0.36058824,0.192802073,0.058699237,0.050856185,0.338476554,0.057665641,14.6,71.63873928,68.79872,53.87174356,13.46325303,66460476474,1996.065577,NA,19.898,5.529397674,109.9412124,101.0844112,107.4182935
Uzbekistan,1996,UZB,Asia,0.426709126,0.440746614,0.141096427,0.136068504,0.43113052,0.13951278,99.6,64.97414198,40.10982,NA,NA,61560407925,2650.609598,NA,44.208,2.997543053,NA,96.05381247,66.61173898
Yemen,2013,YEM,Asia,0.517630628,0.334709171,0.180562136,0.152818782,0.467666174,0.172984121,75.6,44.50821069,27.97914,6.197036467,28.61877276,NA,NA,NA,33.559,4.666343162,NA,100.6193905,56.64413451
Zambia,1992,ZMB,Africa,0.554083749,0.426378897,0.066643135,0.066666667,0.493509448,0.066654297,19.2,28.33640485,72.54799,NA,NA,17291229945,2141.504615,NA,38.514,1.204589264,NA,101.4962291,79.68350515
Zambia,1996,ZMB,Africa,0.574168372,0.43745428,0.0644586,0.040394487,0.520794273,0.055063809,17.3,29.37085514,72.28341,6.379950876,10.96272075,18442391350,2071.708828,48.3,36.638,1.214170512,NA,100.6484072,94.82587859
Zambia,1997,ZMB,Africa,0.574168372,0.43745428,0.0644586,0.040394487,0.520794273,0.055063809,17.11245918,29.60357282,71.97517,4.758919532,8.505553255,19145785539,2096.294593,NA,36.176,1.294322736,NA,99.92093468,106.6953483
Zambia,2001,ZMB,Africa,0.599531601,0.456228483,0.067594636,0.072175704,0.554594631,0.069031167,20.2082119,30.34073636,69.69974,9.588165531,8.901694589,21839213307,2142.787524,NA,35.002,3.569088714,NA,99.61730111,110.4907948
Zambia,2002,ZMB,Africa,0.599531601,0.456228483,0.067594636,0.072175704,0.554594631,0.069031167,17.4,30.42279288,70.28196,9.703583609,10.91704897,22823291377,2171.931179,42.1,35.475,4.398829134,NA,101.8153564,93.4374989
Zambia,2007,ZMB,Africa,0.483706791,0.397574043,0.064871602,0.053943445,0.459581565,0.061810696,18.5,30.91782241,69.47437,7.346923169,5.418645139,32754266256,2641.031564,NA,37.881,4.824192493,117.1809422,100.9741186,95.10034317
Zambia,2013,ZMB,Africa,0.420978546,0.360878153,0.068770946,0.076908778,0.400900286,0.071489622,30.05270195,31.93074967,62.64296,9.218048532,4.223654209,50745829682,3330.876903,NA,40.865,4.529647587,100.4373265,100.2667391,103.804249
Zambia,2014,ZMB,Africa,0.420978546,0.360878153,0.068770946,0.076908778,0.400900286,0.071489622,27.9,31.93209486,61.54718,8.801433646,4.67366291,53129864885,3375.94127,NA,41.382,4.504314683,94.11709472,99.2647815,116.3899522
Zambia,2018,ZMB,Africa,0.359809719,0.321605407,0.042438316,0.055216646,0.346521334,0.046882928,40.2293396,32.06795894,59.77799,6.208452836,5.276300553,61104858650,3425.948936,NA,43.521,4.322059676,97.27456835,98.9547005,107.039527
Zambia,2019,ZMB,Africa,0.359809719,0.321605407,0.042438316,0.055216646,0.346521334,0.046882928,43,32.06795894,57.37186,7.31129261,7.261888296,61985566660,3372.35898,NA,44.072,4.265728185,66.42423964,102.3084223,106.8237886
Zimbabwe,1994,ZWE,Africa,0.327911549,0.276228351,0.067183232,0.058919652,0.314539603,0.065045204,28.1,35.46594287,64.54076,54.91310728,4.827025459,28993603670,2670.106615,NA,31.335,1.856697353,NA,100.1079376,73.45939403
Zimbabwe,1999,ZWE,Africa,0.376746968,0.304661235,0.11653325,0.051767465,0.35491069,0.096914337,38.4,38.36112188,63.86676,50.6949441,8.792567325,33579742474,2866.032886,NA,33.347,2.676076518,108.3912689,98.54349373,106.1254171
Zimbabwe,2005,ZWE,Africa,0.378806857,0.295646682,0.082943791,0.068670988,0.357817224,0.079341335,36.12142181,41.61819827,72.81236,23.85360415,12.79544238,22177833712,1814.174381,NA,34.11,-0.014148145,90.03582337,104.4647405,92.30541647
Zimbabwe,2006,ZWE,Africa,0.378806857,0.295646682,0.082943791,0.068670988,0.357817224,0.079341335,37.2,42.13519452,73.33482,13.97534458,20.89149095,21410149065,1736.358333,NA,33.926,0.320336245,100.1071697,99.44180244,113.8887015
Zimbabwe,2010,ZWE,Africa,0.330404597,0.281123626,0.03943833,0.032604178,0.317756193,0.037684283,38.88620758,41.87669639,67.19594,22.43802707,17.91169454,23105684494,1799.540233,NA,33.196,0.706879123,102.2020529,101.86393,109.1319234
Zimbabwe,2011,ZWE,Africa,0.330404597,0.281123626,0.03943833,0.032604178,0.317756193,0.037684283,36.9,42.39369265,65.86273,27.25569858,14.69196638,26483783455,2033.181375,43.2,33.015,0.891611679,113.8359796,99.97903408,121.2684636
Zimbabwe,2015,ZWE,Africa,0.281308522,0.223685202,0.042605341,0.028288387,0.264514469,0.03843273,33.7,41.87669639,66.45557,32.51711483,17.0111458,32752805148,2313.878553,NA,32.385,1.769505057,69.98530614,102.8490343,61.41353855